node,node_type,layer,is_endpoint,is_latent,is_rare_signal,recommended_use,value_type,severity_weight,observability,rarity_weight,node_priority_weight
reg__DLD,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NFKBIA,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MTHFD2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TIMM9,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MRPL12,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CCDC86,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HMOX1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TSC22D3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MCOLN1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CCNB2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CDC25B,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CDKN1A,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__IER3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HAT1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__STUB1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MYC,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__KIF20A,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__IFRD2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NUP85,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TXNDC9,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__UBQLN2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MRPS2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__JMJD6,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PUF60,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__FOSL1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PHGDH,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GDF15,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TIPARP,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CYCS,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PLK1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ACAT2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__UBE2C,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__INSIG1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HMGCS1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ZFP36,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__EBNA1BP2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NPC1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RELB,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CDC45,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NFIL3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TUBB6,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__LBR,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CCNA2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__USP22,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TOP2A,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CDK6,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RRP1B,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__OXA1L,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MRPS16,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RRS1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__FHL2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RPIA,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__LIG1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HSPA1A,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CCNB1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RGS2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__POLR2I,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__XBP1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__FOXO4,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TYMS,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ST6GALNAC2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__C2CD5,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ITGAE,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ATP6V1D,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PAK1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MAL,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__EIF4EBP1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ALDOC,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__FOXO3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__IGFBP3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GADD45A,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CD320,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TNIP1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MCM3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SUV39H1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__IARS2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HSPA8,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RRP8,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NT5DC2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DUSP4,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__COL11A1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CEBPD,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RUVBL1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HMGCR,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TMEM109,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CDK1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PRSS23,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MRPL19,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PPP2R5E,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GPATCH8,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__AURKA,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__AARS,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SESN1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HIST2H2BE,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PTGS2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RAP1GAP,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PSMG1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TXNRD1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PIN1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RBM34,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GRWD1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SQSTM1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SERPINA3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__BAG3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TRAPPC6A,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ENOPH1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__RFC2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NVL,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PNP,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TRIB3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__JADE2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__POLE2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__FDFT1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PCK2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PSMB8,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__INPP1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__COG2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GTPBP8,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GNPDA1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CCL2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__BIRC5,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__EDEM1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ATP6V0B,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__KIF14,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CSRP1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CTSL,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SLC35F2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ABHD4,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__WIF1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__B4GAT1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SYNGR3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DNAJA3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PRKAG2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GLRX,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MELK,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ELOVL6,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SLC2A6,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CANT1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CCDC92,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GPER1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__EBP,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NPDC1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__KIF2C,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__KLHL21,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TRIB1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NUP88,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PRR7,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GOLT1B,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SPAG4,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CXCL2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__BRCA1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TIMELESS,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__AURKB,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CNDP2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PRPF4,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__LIPA,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SPR,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__IKBKB,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__UGDH,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HSPB1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NME1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DDB2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PGAM1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__COTL1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__POLD4,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PMAIP1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HJURP,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NFKBIE,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SCAND1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PRKCD,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PROS1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CYTH1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NUP93,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PIK3C2B,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CDK4,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GPC1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ST3GAL5,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CDCA8,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__PSRC1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CHEK2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SSBP2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SDHB,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MSMO1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__FAM57A,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DPH2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CDCA3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SQRDL,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__S100A13,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MIF,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TSEN2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MTERF3,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CEBPA,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CDC25A,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HIST1H2BK,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ADI1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__AGR2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NSDHL,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CBLB,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SLC1A4,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__KLHDC2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MMP1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SMC4,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SLC25A4,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HERPUD1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NUCB2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DRAP1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__BDH1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HERC6,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__MYBL2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TLE1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TCEA2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TCERG1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__KCTD5,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ATP1B1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__EZH2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NOSIP,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CTSD,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__SATB1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CASP10,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__GHR,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ITGB1BP1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__P4HA2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DDX10,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CCNF,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__VAT1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ABCC5,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__ACOT9,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HMG20B,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CDCA4,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DNTTIP2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__TXLNA,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DECR1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__FEN1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__DNAJB1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__FAM63A,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CDK19,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__HSPD1,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__EED,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__CCDC85B,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
reg__NR1H2,adr_or_intermediate_state,4_adr,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
